Gender,Age,Education status,Faculty,Major,City of residence,Birth place,Work status,Relationship,Accommodation,Income,Online purchase,Online purchase freq,Payment method,Website type,Reasons,Mostly prefered,Website design,Product information,Product comments,Product rating,Product pictures,Variety of size/colour,Quality of the product,Return Guarantees,Recommondations about that webs,Product comparison feature,Different sellers offers,High online security system,The name value of the firm,Special discount coupon,Instant discount messages/mails,Most not to prefer,Reasons not prefer,Collecting info,Decision support systems,Bad experience,Bad experience info,Returned a product,Reason for returning products,"Satisfied brand,  prefer again",Recommend satisfied brand,Why don’t you shop online?
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Ankara,Not working ,In a relationship ,Family House ,2501 TL - 4000 TL,Yes,Once a day,Credit card ,Individual brand websites  ,"Free delivery, Next-day delivery ","Cosmetic Products , Clothing , Shoes and Bags ",Important ,Important ,Important ,Important ,Very Important ,Important ,Very Important ,Very Important ,Slightly Important ,Moderately Important ,Important ,Important ,Important ,Moderately Important ,Slightly Important ,"Building Supply, Furniture ",I want to see the product before buying. ,Yes,Yes,Yes,Late product delivery,Yes,Refuse to buy the product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Political Science and Public Administration,Ankara,Ankara,Not working ,In a relationship ,Family House ,Less than 1000 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Reviews from other customers , Quick and easy online checkout process","Clothing , Accessory",Unimportant ,Important ,Important ,Important ,Important ,Moderately Important ,Important ,Important ,Important ,Moderately Important ,Moderately Important ,Important ,Important ,Moderately Important ,Slightly Important ,"Shoes and Bags , Outdoor , Furniture ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,No,Late product delivery,Yes,Refuse to buy the product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Education ,Computer Education and Educational Technologies,Istanbul,Karaman,Not working ,Single ,College Dorm ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Cosmetic Products , Clothing , Accessory",Slightly Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,"Cosmetic Products , Clothing , Sport ",I want to see the product before buying. ,Yes,No,No,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Law ,Law,Ankara,Ankara,Not working ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Individual brand websites  ,"Free delivery, Coupons and discounts ","Electronic Products , Clothing ",Slightly Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Moderately Important ,Unimportant ,Slightly Important ,Very Important ,Important ,Very Important ,Slightly Important ,"Electronic Products , Cosmetic Products , Sport , Outdoor",I want to see the product before buying. ,Yes,Yes,No,"Problems about the product like damaged, fake, defective etc. ",Yes,Defective product ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Civil Engineering,Ankara,Ankara,Not working ,Single ,Family House ,1001 TL - 2500 TL,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I want to see the product before buying. 
Male ,20 - 24,Bachelor's Degree ,Education ,Computer Education and Educational Technologies,Istanbul,Aydin,Not working ,Single ,Student House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Quick and easy online checkout process ,"Electronic Products , Clothing , Shoes and Bags ",Moderately Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Moderately Important ,Very Important ,Important ,Moderately Important ,Moderately Important ,Slightly Important ,"Cosmetic Products , Outdoor , Baby Care ",I want to see the product before buying. ,Yes,Yes,No,"Problems about the product like damaged, fake, defective etc. ",Yes,Defective product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Molecular Biology and Genetics,Ankara,Ankara,Not working ,Single ,Family House ,4001 TL - 5500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Clothing , Shoes and Bags , Accessory",Moderately Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Slightly Important ,Very Important ,Very Important ,"Outdoor , Building Supply, Furniture ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Fake product ,Yes,Yes,
Female ,Under 19 ,Bachelor's Degree ,Economic and Administrative Sciences ,Political Science and Public Administration,Ankara,Ankara,Not working ,In a relationship ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Easy returns policy , Quick and easy online checkout process","Electronic Products , Cosmetic Products , Clothing ",Moderately Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Important ,Moderately Important ,Important ,Important ,Moderately Important ,Moderately Important ,Unimportant ,Nothing specifically,I want to see the product before buying. ,Yes,Yes,No,Late product delivery,Yes,Refuse to buy the product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Ankara,Part-time ,Single ,Family House ,More than 5500 TL ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I would like to try on before buying., I want to see the product before buying. "
Female ,20 - 24,Bachelor's Degree ,Education ,Music Education,Nigde,Nigde,Not working ,In a relationship ,Family House ,More than 5500 TL ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I want to see the product before buying. 
Male ,20 - 24,Bachelor's Degree ,Law ,Law,Ankara,Yozgat,Not working ,Single ,House - Rent ,Less than 1000 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Electronic Products , Cosmetic Products , Clothing ",Important ,Important ,Very Important ,Important ,Important ,Important ,Important ,Moderately Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,"Shoes and Bags , Furniture , Stationary ",I would like to try on before buying.,Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,"Defective product , Damaged product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Ankara,Not working ,In a relationship ,Family House ,4001 TL - 5500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Quick and easy online checkout process ,"Cosmetic Products , Clothing , Shoes and Bags ",Important ,Important ,Very Important ,Very Important ,Very Important ,Slightly Important ,Very Important ,Moderately Important ,Moderately Important ,Unimportant ,Unimportant ,Very Important ,Moderately Important ,Moderately Important ,Slightly Important ,Electronic Products ,I would like to try on before buying.,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",No,I have not returned my package before ,Yes,Yes,
Male ,Under 19 ,Bachelor's Degree ,Education ,Mathematics Education,Konya,Ankara,Part-time ,In a relationship ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Coupons and discounts ,Sport ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,"Baby Care , Furniture ",I want to see the product before buying. ,Yes,No,No,Late product delivery,No,I have not returned my package before ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Education ,Computer Education and Educational Technologies,Istanbul,Istanbul,Not working ,Single ,College Dorm ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Reviews from other customers , Quick and easy online checkout process","Clothing , Accessory, Hobby , Stationary ",Important ,Very Important ,Important ,Very Important ,Important ,Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Very Important ,Very Important ,Important ,Slightly Important ,"Electronic Products , Shoes and Bags ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Damaged product , Product different from what I ordered pa",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Erzurum,Not working ,Single ,Family House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Quick and easy online checkout process ,"Electronic Products , Clothing , Accessory",Important ,Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Very Important ,Slightly Important ,Slightly Important ,Important ,Important ,Important ,Slightly Important ,Important ,Very Important ,"Outdoor , Baby Care , Building Supply ",I do not trust websites. ,Yes,Yes,No,Problems with payment method like no pay-at-the-door option ,Yes,Wrong order  ,Yes,Yes,
Other  ,Over 30 ,Preparation School ,Architecture ,City and Regional Planning,Istanbul,Istanbul,Part-time ,In a relationship ,College Dorm ,More than 5500 TL ,Yes,Once a day,Mail order ,Online marketplace websites ,Free delivery,"Electronic Products , Cosmetic Products , Clothing ",Unimportant ,Very Important ,Moderately Important ,Unimportant ,Important ,Important ,Very Important ,Slightly Important ,Unimportant ,Unimportant ,Slightly Important ,Unimportant ,Unimportant ,Very Important ,Unimportant ,Stationary ,"I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Wrong order  ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Architecture ,City and Regional Planning,Ankara,Ankara,Not working ,Single ,Family House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Cosmetic Products , Clothing , Shoes and Bags ",Slightly Important ,Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Important ,Very Important ,Moderately Important ,Slightly Important ,Very Important ,Very Important ,Moderately Important ,Unimportant ,"Sport , Outdoor , Baby Care , Building Supply","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Chemistry,Kocaeli,Kocaeli,Not working ,In a relationship ,College Dorm ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Coupons and discounts ,Clothing ,Moderately Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Important ,Baby Care ,Store prices are cheaper ,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",No,"Defective product , Fake product , Wrong order ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Mechatronics Engineering,Istanbul,Eskisehir,Not working ,Single ,Student House ,4001 TL - 5500 TL,Yes,Once a month ,Credit card ,Individual brand websites  ,"Free delivery, Reviews from other customers","Cosmetic Products , Clothing , Shoes and Bags ",Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Hobby ,Store prices are cheaper ,Yes,Yes,Yes,Late product delivery,Yes,Wrong order  ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Computer Engineering,Ankara,Adana,Not working ,Single ,College Dorm ,2501 TL - 4000 TL,Yes,Once a year ,Credit card ,Online marketplace websites ,Coupons and discounts ,"Electronic Products , Hobby ",Slightly Important ,Important ,Slightly Important ,Moderately Important ,Moderately Important ,Slightly Important ,Important ,Slightly Important ,Important ,Moderately Important ,Moderately Important ,Important ,Important ,Slightly Important ,Unimportant ,"Cosmetic Products , Clothing , Shoes and Bags ",I want to see the product before buying. ,Yes,Yes,No,"Problems about the product like damaged, fake, defective etc. ",No,I have not returned my package before ,Yes,Yes,
Male ,25 - 30,Bachelor's Degree ,Arts and Sciences,Statistics,Izmir,Istanbul,Part-time ,Single ,College Dorm ,More than 5500 TL ,Yes,Once a month ,Credit card ,Individual brand websites  ,"Free delivery, Reviews from other customers ","Electronic Products , Clothing , Shoes and Bags ",Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Slightly Important ,Unimportant ,Unimportant ,Unimportant ,Slightly Important ,Unimportant ,Unimportant ,"Shoes and Bags , Baby Care , Building Supply ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Fake product ,Yes,No,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Mechanical Engineering,Ankara,Ankara,Not working ,In a relationship ,Student House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Reviews from other customers , Easy returns policy ","Clothing , Shoes and Bags , Outdoor ekan ürünler",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Slightly Important ,Slightly Important ,Unimportant ,Nothing specifically,I would like to try on before buying.,Yes,Yes,No,I do not have bad experience. ,Yes,"Defective product , Damaged product , Product different from what I ordered ",Yes,Yes,
Male ,Under 19 ,Bachelor's Degree ,Engineering ,Controls and Automation Engineering,Istanbul,Istanbul,Not working ,Single ,Family House ,Less than 1000 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Electronic Products , Accessory, Hobby , Stationary",Slightly Important ,Important ,Very Important ,Important ,Very Important ,Moderately Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Moderately Important ,Moderately Important ,Important ,Moderately Important ,Unimportant ,Clothing ,"I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",No,I have not returned my package before ,Yes,Yes,
